subject,body,category
Observación importante - confirmación de asistencia,"Buenos días, revisa esto porfa: También aparece 'autorización requerida' en el asunto original y eso puede confundir el caso. / el mensaje anterior quedó sin respuesta y por eso vuelvo a escribir / La referencia interna quedó como REV-458 y fue enviada desde Soacha. / el docente dejó observaciones en la tarea, pero el archivo adjunto no abre. Fecha mencionada: 25 de junio. Muchas gracias. Ref. 1445.",urgente
Aviso del conjunto,"Buen día, La referencia interna quedó como sol-353 y fue enviada desde chía.. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. La remisión aparece vencida en el portal aunque fue emitida esta semana. El asunto habla de validación, pero solo corresponde a una gestión personal. Fecha relacionada: 11 de agosto. Contacto: Santiago. Muchas gracias. Ref. 3358.",otros
Registro pendiente,"Buen día, me preocupa porque la secretaría académica pidió validar el recibo de pago antes de habilitar materias. Además, También aparece 'soporte de pago' en el asunto original y eso puede confundir el caso.. No quiero dejarlo mal clasificado: necesito saber si debo esperar o hacer una corrección manual. Avísame apenas puedas. Ref. 3025.",otros
Validar soporte adjunto,"Hola, revisa esto porfa: la persona encargada está esperando confirmación ahora para no perder el cupo / el proveedor adjuntó una factura que parece mensaje comercial / el coordinador solicitó validar indicadores antes del comité de seguimiento / la información parece mezclada con otro caso y puede generar confusión. Fecha mencionada: 22 de noviembre. Gracias. Ref. 1090.",trabajo
Información para revisar,"Buenas tardes, revisa esto porfa: el arrendador pidió revisar el inventario antes de firmar la entrega / También aparece 'plazo cercano' en el asunto original y eso puede confundir el caso. / el remitente pide responder por este mismo hilo para evitar cruces de información / el remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. Fecha mencionada: 4 de abril. Muchas gracias. Ref. 3431.",otros
Alerta de acceso - respuesta del área #71,"Buen día, La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. También aparece 'formulario incompleto' en el asunto original y eso puede confundir el caso.. Puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. El contenido parece administrativo, pero la consecuencia inmediata es perder el cupo si no se responde ahora.. Fecha relacionada: 5 de octubre. Contacto: Nicolás. Por favor confirmar recibido. Ref. 1492.",urgente
Actualización de registro,"Hola, revisa esto porfa: También aparece 'respuesta del área' en el asunto original y eso puede confundir el caso. / La referencia interna quedó como REV-364 y fue enviada desde Cali. / el sistema generó un aviso rojo y piden respuesta en menos de treinta minutos / incluye datos médicos del soporte, pero lo crítico es la fecha límite. Fecha mencionada: 16 de marzo. Quedo atento. Ref. 1454.",urgente
Actualización de registro,"Perdón la hora, me preocupa porque incluyeron un cobro parecido a una factura de servicios y por eso genera duda. Además, la remisión aparece vencida en el portal aunque fue emitida esta semana. No quiero dejarlo mal clasificado: la información parece mezclada con otro caso y puede generar confusión. Avísame apenas puedas. Ref. 0092.",salud
Respuesta pendiente - caso en revisión,"Saludos, me preocupa porque el equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. Además, el mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. No quiero dejarlo mal clasificado: no es publicidad: hay una consecuencia directa si no se actúa ahora. Avísame apenas puedas. Ref. 1407.",urgente
Actualización de estado - confirmación de asistencia,"Buenas tardes. También aparece la palabra urgente en el mensaje, aunque el tema principal es el seguimiento médico. También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. Por favor confirmar recibido. Ref. 0150.",salud
Confirmación antes del cierre,"Buenos días, La referencia interna quedó como reg-542 y fue enviada desde soacha.. Me llegó una notificación automática, pero no explica el motivo del cambio. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. Fecha relacionada: 22 de noviembre. Contacto: Paula. Gracias. Ref. 3224.",otros
Proceso en revisión - plazo cercano,"Buen día, Parece una alerta urgente, aunque la presión es parte del engaño. También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. El arrendador pidió revisar el inventario antes de firmar la entrega. Me llegó una notificación automática, pero no explica el motivo del cambio. Fecha relacionada: 7 de octubre. Contacto: Andrés. Quedo pendiente de respuesta. Ref. 2629.",spam
Revisión de información - correo automático,"Hola, equipo, La reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. La plataforma pide validación como si fuera un trámite académico. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. El taller confirmó que el repuesto del vehículo llega mañana en la tarde. Fecha relacionada: 2 de abril. Contacto: Paula. Muchas gracias. Ref. 0101.",salud
Actualización de registro,"Hola, La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. La reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. La familia propuso mover la reunión del domingo por el clima y el transporte. Fecha relacionada: 13 de septiembre. Contacto: Mariana. Por favor confirmar recibido. Ref. 3094.",otros
Confirmación antes del cierre - caso en revisión,"Saludos, me preocupa porque incluyeron un cobro parecido a una factura de servicios y por eso genera duda. Además, la persona encargada está esperando confirmación ahora para no perder el cupo. No quiero dejarlo mal clasificado: el mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Gracias. Ref. 0009.",salud
Matrícula por validar - confirmación de asistencia,"Buen día, Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. Incluye una autorización familiar, no una cita médica. El coordinador solicitó validar indicadores antes del comité de seguimiento. El arrendador pidió revisar el inventario antes de firmar la entrega. Fecha relacionada: 7 de mayo. Contacto: Paula. Avísame apenas puedas. Ref. 1910.",educacion
Información para revisar - correo automático,"Hola, La aseguradora pidió repetir el examen antes de aprobar el procedimiento. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Aunque se menciona capacitación, certificado y asistencia, el punto es cerrar el informe con el cliente y asignar responsables.. También aparece 'autorización requerida' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 9 de noviembre. Contacto: Diego. Me confirmas por favor. Ref. 0918.",trabajo
Cambio con el cliente,"Cordial saludo, El proveedor adjuntó una factura que parece mensaje comercial. El equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. La entrega se vence en unas horas y falta una firma obligatoria. El taller confirmó que el repuesto del vehículo llega mañana en la tarde. Fecha relacionada: 27 de octubre. Contacto: Valentina. Por favor confirmar recibido. Ref. 0717.",trabajo
Actualización del caso - seguimiento interno,"Buenas tardes, La persona encargada no contesta y el proceso quedó detenido. El archivo se llama informe final, pero corresponde a resultados clínicos. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. El centro médico pide un soporte que no aparece en el correo anterior. Fecha relacionada: 22 de julio. Contacto: Carlos. Agradezco la ayuda. Ref. 0410.",salud
Revisión para hoy,"Perdón la hora, revisa esto porfa: la autorización de la EPS sigue sin aparecer aunque ya entregué la orden y la historia clínica / la novedad escaló a prioridad alta porque afecta la operación del día / incluyeron un cobro parecido a una factura de servicios y por eso genera duda / También aparece 'autorización requerida' en el asunto original y eso puede confundir el caso.. Fecha mencionada: 17 de enero. Gracias. Ref. 0509.",salud
Pendiente de autorización,"Buen día, La coordinación pidió revisar las notas antes del cierre del periodo. Me llegó una notificación automática, pero no explica el motivo del cambio. El texto mezcla logos de banco con errores de escritura y una urgencia exagerada. La factura de servicios llegó con una lectura que no coincide con el consumo habitual. Fecha relacionada: 11 de diciembre. Contacto: Laura. Muchas gracias. Ref. 2140.",educacion
Paquete por recoger #23,"Buenos días, El asunto habla de validación, pero solo corresponde a una gestión personal. Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. Me llegó una notificación automática, pero no explica el motivo del cambio. También aparece 'correo automático' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 3 de julio. Contacto: Andrés. Avísame apenas puedas. Ref. 3341.",otros
Actualización de registro - soporte de pago,"Hola, La aseguradora pidió repetir el examen antes de aprobar el procedimiento. El profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Incluyeron un cobro parecido a una factura de servicios y por eso genera duda. Fecha relacionada: 2 de abril. Contacto: Daniela. Quedo atento. Ref. 0247.",salud
Bloqueo pendiente,"Saludos. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Si no se autoriza el cambio esta tarde, el caso queda suspendido. Avísame apenas puedas. Ref. 1637.",urgente
Respuesta sobre el caso #79,"Cordial saludo. Parece una alerta urgente, aunque la presión es parte del engaño. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. Quedo atento. Ref. 2896.",spam
